Time	[IRS1]	[IRS1a]	[pIRS1]	[PI3K]	[pPI3K]	[PIP2]	[PIP3]	[PDK1]	[PDK1_PIP3]	[Akt]	[Akt_PIP3]	[pAkt]	[Akti]	[TSC2]	[pTSC2]	[RhebGDP]	[RhebGTP]	[ppPras40]	[mTORC1cyt]	[mTORC1_Pras40cyt]	[mTORC1lys]	[RAG_GDP]	[RAG_GTP]	[mTORC1i]	[mTORC1ii]	[mTORC1iii]	[mTORC1iv]	[FourEBP1]	[pFourEBP1]	[S6K]	[pS6K]	[AMPK]	[pAMPKi]	[pAMPK]	[CaMKK2a]	[CaMKK2]	[LKB1a]	[LKB1]	[RTK]	[pRTK]	[Sos]	[pRTKa]	[Raf]	[pRaf]	[Mek]	[pMek]	[Erk]	[pErk]	[Meki]	[PLCeps]	[pPLCeps]	[IP3]	[DAG]	[IpR]	[IpRa]	[Ca2]	[Rapamycin]	[MK2206]	[RasGDP]	[RasGTP]	[pmTORC1]	[pSos]	Values[Insulin]	Values[AA]	Values[AZD]	Values[EGF]	Values[kIRS1In]	Values[kIRS1Out]	Values[kIRS1Act]	Values[kIRS1Inact]	Values[kIRS1Phos]	Values[kIRS1Dephos]	Values[kPI3KPhos]	Values[kPI3KDephos]	Values[kPIPPhos]	Values[kPIPDephos]	Values[kPDK1BindPIP3]	Values[kPDK1UnbindPIP3]	Values[kAktBindPIP3]	Values[kAktUnbindPIP3]	Values[kAktPhos]	Values[kAktDephos]	Values[kAktBindMK]	Values[kTSC2Phos]	Values[kTSC2Dephos]	Values[kRhebPhos]	Values[kRhebDephos]	Values[kmTORC1BindPras40]	Values[kmTORC1UnbindPras40]	Values[kmTORC1CytToLys]	Values[kmTORC1LysToCyt]	Values[kRAGPhos]	Values[kRAGDephos]	Values[kmTORC1Phos]	Values[kmTORC1Dephos]	Values[kmTORC1BindRapa]	Values[kmTORC1UnbindRapa]	Values[k4EBP1Phos]	Values[k4EBP1Dephos]	Values[kS6KPhos]	Values[kS6KDehos]	Values[kAMPKInhibPhosByAkt]	Values[kAMPKInhibPhosByS6K]	Values[kAMPKDephos]	Values[kAMPKActPhos]	Values[kAMPKActDephos]	Values[kCaMKK2Act]	Values[kCaMKK2Inact]	Values[kLKB1Act]	Values[kLKB1Inact]	Values[kTKRBindEGF]	Values[kTKRUnbindEGF]	Values[kTKRBindSOS]	Values[kTKRUnbindSOS]	Values[kSOSPhos]	Values[kSOSDephos]	Values[kRasLoad]	Values[kRasUnload]	Values[kRafPhos]	Values[kRafDephos]	Values[kMekPhos]	Values[kMekDephos]	Values[kErkPhos]	Values[kErkDephos]	Values[kMekBindAzd]	Values[kMekUnbindAzd]	Values[kPLCPhos]	Values[kPLCDephos]	Values[kPIP2Break]	Values[kPIP2form]	Values[kIP3BindIpR]	Values[kIP3UnbindIpR]	Values[kCa2In]	Values[kCa2Out]
104	9.91567	9.86356	5.4466e-06	0.921115	9.08088	10.0024	0.000113702	10.0008	0.00119114	10.0018	0.00119173	1.59143e-06	0	10.002	2.03363e-05	10.002	0	0.00905311	0.013053	9.99195	6.79342e-08	10.002	2.67455e-08	0	0	0	0	10.002	6.42565e-08	10.002	6.42565e-08	9.82406	2.65141e-05	0.177914	0.0181299	9.98287	3.04325e-08	10.002	10.001	0	9.9005	0	10.002	3.04325e-08	9.99193	0.0100706	9.99184	0.0101633	0	10.002	3.04325e-08	0.000181607	0.00109787	10.0001	0.00181627	0.00181639	0	0	10.002	0	1.06545e-42	0.1015	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
105	9.91883	9.86867	4.98565e-06	0.920665	9.08133	10.0024	0.000113186	10.0008	0.00118575	10.0018	0.00118631	1.57445e-06	0	10.002	1.99075e-05	10.002	0	0.00904289	0.0130428	9.99196	6.15009e-08	10.002	2.41688e-08	0	0	0	0	10.002	5.81416e-08	10.002	5.81416e-08	9.82404	2.55278e-05	0.177932	0.0181302	9.98287	2.75365e-08	10.002	10.001	0	9.90059	0	10.002	2.75365e-08	9.99194	0.0100604	9.99185	0.0101532	0	10.002	2.75365e-08	0.000181606	0.00109786	10.0001	0.00181625	0.00181638	0	0	10.002	0	9.35615e-43	0.101412	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
106	9.92188	9.87359	4.56313e-06	0.920233	9.08177	10.0024	0.000112673	10.0008	0.00118038	10.0018	0.00118091	1.55786e-06	0	10.002	1.95036e-05	10.002	0	0.00903267	0.0130326	9.99197	5.56768e-08	10.002	2.18403e-08	0	0	0	0	10.002	5.26087e-08	10.002	5.26087e-08	9.82403	2.46142e-05	0.17795	0.0181304	9.98287	2.4916e-08	10.002	10.001	0	9.90068	0	10.002	2.4916e-08	9.99195	0.0100502	9.99186	0.0101431	0	10.002	2.4916e-08	0.000181604	0.00109784	10.0001	0.00181623	0.00181636	0	0	10.002	0	8.83692e-43	0.101322	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
107	9.9248	9.87833	4.1759e-06	0.919817	9.08218	10.0024	0.000112161	10.0008	0.00117504	10.0018	0.00117554	1.54165e-06	0	10.002	1.91225e-05	10.002	0	0.00902246	0.0130224	9.99198	5.04042e-08	10.002	1.97362e-08	0	0	0	0	10.002	4.76023e-08	10.002	4.76023e-08	9.82401	2.37673e-05	0.177965	0.0181306	9.98287	2.25449e-08	10.002	10.001	0	9.90077	0	10.002	2.25449e-08	9.99196	0.0100401	9.99187	0.010133	0	10.002	2.25449e-08	0.000181602	0.00109782	10.0001	0.00181621	0.00181635	0	0	10.002	0	3.11807e-43	0.101232	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
108	9.92762	9.88289	3.82107e-06	0.919418	9.08258	10.0024	0.000111652	10.0008	0.00116971	10.0018	0.0011702	1.52579e-06	0	10.002	1.87624e-05	10.002	0	0.00901225	0.0130122	9.99199	4.56308e-08	10.002	1.78348e-08	0	0	0	0	10.002	4.30724e-08	10.002	4.30724e-08	9.824	2.29815e-05	0.17798	0.0181308	9.98287	2.03995e-08	10.002	10.001	0	9.90086	0	10.002	2.03995e-08	9.99197	0.0100299	9.99188	0.0101229	0	10.002	2.03995e-08	0.0001816	0.0010978	10.0001	0.0018162	0.00181634	0	0	10.002	0	1.17191e-43	0.101141	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
109	9.93033	9.88728	3.49597e-06	0.919033	9.08297	10.0025	0.000111145	10.0008	0.00116442	10.0018	0.00116488	1.51025e-06	0	10.002	1.84217e-05	10.002	0	0.00900205	0.013002	9.992	4.13095e-08	10.002	1.61166e-08	0	0	0	0	10.002	3.89735e-08	10.002	3.89735e-08	9.82399	2.22518e-05	0.177993	0.0181309	9.98287	1.84582e-08	10.002	10.001	0	9.90095	0	10.002	1.84582e-08	9.99198	0.0100198	9.99189	0.0101128	0	10.002	1.84582e-08	0.000181598	0.00109778	10.0001	0.00181618	0.00181632	0	0	10.002	0	4.39002e-44	0.101049	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
110	9.93294	9.8915	3.19816e-06	0.918664	9.08334	10.0025	0.000110641	10.0008	0.00115914	10.0018	0.00115959	1.49501e-06	0	10.002	1.80987e-05	10.002	0	0.00899186	0.0129918	9.99201	3.73973e-08	10.002	1.4564e-08	0	0	0	0	10.002	3.52647e-08	10.002	3.52647e-08	9.82397	2.15736e-05	0.178005	0.018131	9.98287	1.67017e-08	10.002	10.001	0	9.90104	0	10.002	1.67017e-08	9.99199	0.0100097	9.9919	0.0101027	0	10.002	1.67017e-08	0.000181597	0.00109776	10.0001	0.00181616	0.00181631	0	0	10.002	0	1.62143e-44	0.100956	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
111	9.93546	9.89557	2.92539e-06	0.918308	9.08369	10.0025	0.000110139	10.0008	0.00115389	10.0018	0.00115432	1.48006e-06	0	10.002	1.77921e-05	10.002	0	0.00898168	0.0129816	9.99202	3.38556e-08	10.002	1.31609e-08	0	0	0	0	10.002	3.19088e-08	10.002	3.19088e-08	9.82396	2.09424e-05	0.178015	0.0181311	9.98287	1.51123e-08	10.002	10.001	0	9.90114	0	10.002	1.51123e-08	9.992	0.00999961	9.99191	0.0100926	0	10.002	1.51123e-08	0.000181595	0.00109774	10.0001	0.00181614	0.00181629	0	0	10.002	0	5.96223e-45	0.100863	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
112	9.93788	9.89948	2.67557e-06	0.917966	9.08403	10.0025	0.000109639	10.0009	0.00114866	10.0018	0.00114907	1.46538e-06	0	10.002	1.75006e-05	10.002	0	0.0089715	0.0129715	9.99203	3.06492e-08	10.002	1.18931e-08	0	0	0	0	10.002	2.88723e-08	10.002	2.88723e-08	9.82395	2.03545e-05	0.178025	0.0181311	9.98287	1.36742e-08	10.002	10.001	0	9.90123	0	10.002	1.36742e-08	9.99201	0.00998955	9.99192	0.0100825	0	10.002	1.36742e-08	0.000181593	0.00109772	10.0001	0.00181612	0.00181628	0	0	10.002	0	4.50708e-45	0.100769	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
113	9.9402	9.90325	2.44683e-06	0.917637	9.08436	10.0025	0.000109142	10.0009	0.00114345	10.0019	0.00114385	1.45096e-06	0	10.002	1.72229e-05	10.002	0	0.00896133	0.0129613	9.99204	2.77465e-08	10.002	1.07473e-08	0	0	0	0	10.002	2.61247e-08	10.002	2.61247e-08	9.82395	1.98063e-05	0.178034	0.0181312	9.98287	1.23729e-08	10.002	10.001	0	9.90132	0	10.002	1.23729e-08	9.99202	0.0099795	9.99193	0.0100724	0	10.002	1.23729e-08	0.000181591	0.0010977	10.0001	0.00181611	0.00181626	0	0	10.002	0	2.99552e-45	0.100675	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
114	9.94245	9.90687	2.23739e-06	0.917321	9.08468	10.0025	0.000108646	10.0009	0.00113827	10.0019	0.00113865	1.43678e-06	0	10.002	1.69581e-05	10.002	0	0.00895117	0.0129511	9.99205	2.51187e-08	10.002	9.712e-09	0	0	0	0	10.002	2.36386e-08	10.002	2.36386e-08	9.82394	1.92944e-05	0.178042	0.0181312	9.98287	1.11955e-08	10.002	10.001	0	9.90142	0	10.002	1.11955e-08	9.99203	0.00996947	9.99194	0.0100623	0	10.002	1.11955e-08	0.000181589	0.00109768	10.0001	0.00181609	0.00181625	0	0	10.002	0	4.55559e-47	0.10058	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
115	9.9446	9.91036	2.04567e-06	0.917017	9.08498	10.0025	0.000108153	10.0009	0.00113311	10.0019	0.00113348	1.42282e-06	0	10.002	1.67051e-05	10.002	0	0.00894102	0.012941	9.99206	2.27397e-08	10.002	8.77641e-09	0	0	0	0	10.002	2.13891e-08	10.002	2.13891e-08	9.82393	1.88159e-05	0.17805	0.0181312	9.98287	1.01301e-08	10.002	10.001	0	9.90151	0	10.002	1.01301e-08	9.99204	0.00995946	9.99195	0.0100522	0	10.002	1.01301e-08	0.000181587	0.00109766	10.0001	0.00181607	0.00181623	0	0	10.002	0	1.33929e-45	0.100485	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
116	9.94668	9.91372	1.87018e-06	0.916724	9.08528	10.0025	0.000107662	10.0009	0.00112797	10.0019	0.00112833	1.40908e-06	0	10.002	1.6463e-05	10.002	0	0.00893087	0.0129309	9.99207	2.0586e-08	10.002	7.93096e-09	0	0	0	0	10.002	1.93536e-08	10.002	1.93536e-08	9.82393	1.83679e-05	0.178056	0.0181312	9.98287	9.16608e-09	10.002	10.001	0	9.90161	0	10.002	9.16608e-09	9.99205	0.00994947	9.99196	0.0100421	0	10.002	9.16608e-09	0.000181586	0.00109764	10.0001	0.00181605	0.00181621	0	0	10.002	0	1.35406e-45	0.10039	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
117	9.94868	9.91696	1.70958e-06	0.916442	9.08556	10.0025	0.000107174	10.0009	0.00112286	10.0019	0.00112321	1.39555e-06	0	10.002	1.6231e-05	10.002	0	0.00892074	0.0129207	9.99208	1.86362e-08	10.002	7.16696e-09	0	0	0	0	10.002	1.75119e-08	10.002	1.75119e-08	9.82392	1.7948e-05	0.178062	0.0181312	9.98287	8.29381e-09	10.002	10.001	0	9.90171	0	10.002	8.29381e-09	9.99206	0.00993949	9.99197	0.0100321	0	10.002	8.29381e-09	0.000181584	0.00109762	10.0001	0.00181603	0.0018162	0	0	10.002	0	5.56967e-46	0.100294	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
118	9.9506	9.92007	1.5626e-06	0.916172	9.08583	10.0026	0.000106687	10.0009	0.00111777	10.0019	0.0011181	1.38221e-06	0	10.002	1.60082e-05	10.002	0	0.00891061	0.0129106	9.99209	1.68711e-08	10.002	6.47656e-09	0	0	0	0	10.002	1.58454e-08	10.002	1.58454e-08	9.82391	1.75539e-05	0.178068	0.0181311	9.98287	7.50455e-09	10.002	10.001	0	9.9018	0	10.002	7.50455e-09	9.99207	0.00992954	9.99198	0.010022	0	10.002	7.50455e-09	0.000181582	0.0010976	10.0001	0.00181602	0.00181618	0	0	10.002	0	2.10977e-46	0.100198	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
119	9.95245	9.92306	1.42813e-06	0.915911	9.08609	10.0026	0.000106203	10.0009	0.0011127	10.0019	0.00111303	1.36906e-06	0	10.002	1.57941e-05	10.002	0	0.00890049	0.0129005	9.9921	1.52732e-08	10.002	5.85268e-09	0	0	0	0	10.002	1.43375e-08	10.002	1.43375e-08	9.82391	1.71834e-05	0.178073	0.0181311	9.98287	6.7904e-09	10.002	10.001	0	9.9019	0	10.002	6.7904e-09	9.99208	0.00991961	9.99199	0.010012	0	10.002	6.7904e-09	0.00018158	0.00109758	10.0001	0.001816	0.00181617	0	0	10.002	0	7.90598e-47	0.100102	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
120	9.95423	9.92595	1.3051e-06	0.91566	9.08634	10.0026	0.000105721	10.0009	0.00110765	10.0019	0.00110797	1.35609e-06	0	10.002	1.55879e-05	10.002	0	0.00889038	0.0128904	9.99211	1.38266e-08	10.002	5.2889e-09	0	0	0	0	10.002	1.29731e-08	10.002	1.29731e-08	9.82391	1.68347e-05	0.178077	0.018131	9.98287	6.14421e-09	10.002	10.001	0	9.90199	0	10.002	6.14421e-09	9.99209	0.00990969	9.992	0.010002	0	10.002	6.14421e-09	0.000181578	0.00109756	10.0001	0.00181598	0.00181615	0	0	10.002	0	2.96138e-47	0.100005	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
121	9.95595	9.92872	1.19256e-06	0.915419	9.08658	10.0026	0.000105241	10.0009	0.00110263	10.0019	0.00110294	1.34329e-06	0	10.002	1.5389e-05	10.002	0	0.00888028	0.0128803	9.99212	1.2517e-08	10.002	4.77943e-09	0	0	0	0	10.002	1.17386e-08	10.002	1.17386e-08	9.8239	1.65059e-05	0.178081	0.018131	9.98287	5.55951e-09	10.002	10.001	0	9.90209	0	10.002	5.55951e-09	9.9921	0.00989979	9.99201	0.00999195	0	10.002	5.55951e-09	0.000181577	0.00109754	10.0001	0.00181596	0.00181613	0	0	10.002	0	1.09001e-47	0.0999085	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
122	9.9576	9.93139	1.08962e-06	0.915187	9.08681	10.0026	0.000104763	10.0009	0.00109763	10.0019	0.00109793	1.33065e-06	0	10.002	1.5197e-05	10.002	0	0.00887019	0.0128702	9.99213	1.13314e-08	10.002	4.31904e-09	0	0	0	0	10.002	1.06215e-08	10.002	1.06215e-08	9.8239	1.61953e-05	0.178084	0.0181309	9.98287	5.03045e-09	10.002	10.001	0	9.90219	0	10.002	5.03045e-09	9.99211	0.00988992	9.99202	0.00998195	0	10.002	5.03045e-09	0.000181575	0.00109752	10.0001	0.00181594	0.00181611	0	0	10.002	0	4.45857e-48	0.0998117	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
123	9.95919	9.93397	9.95471e-07	0.914964	9.08704	10.0026	0.000104288	10.0009	0.00109265	10.0019	0.00109294	1.31818e-06	0	10.002	1.50113e-05	10.002	0	0.00886011	0.0128601	9.99214	1.02581e-08	10.002	3.90301e-09	0	0	0	0	10.002	9.61073e-09	10.002	9.61073e-09	9.8239	1.59016e-05	0.178087	0.0181308	9.98287	4.55174e-09	10.002	10.001	0	9.90229	0	10.002	4.55174e-09	9.99212	0.00988006	9.99203	0.00997196	0	10.002	4.55174e-09	0.000181573	0.0010975	10.0001	0.00181593	0.0018161	0	0	10.002	0	2.84519e-48	0.0997148	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
124	9.96072	9.93644	9.0938e-07	0.91475	9.08725	10.0026	0.000103815	10.0009	0.00108769	10.0019	0.00108798	1.30586e-06	0	10.002	1.48315e-05	10.002	0	0.00885003	0.01285	9.99215	9.28642e-09	10.002	3.52705e-09	0	0	0	0	10.002	8.69615e-09	10.002	8.69615e-09	9.82389	1.56234e-05	0.17809	0.0181307	9.98287	4.11858e-09	10.002	10.001	0	9.90238	0	10.002	4.11858e-09	9.99213	0.00987022	9.99204	0.00996199	0	10.002	4.11858e-09	0.000181571	0.00109748	10.0001	0.00181591	0.00181608	0	0	10.002	0	8.838e-49	0.0996178	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
